Tipo de hogar;Gastos totales, medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
Pareja con 2 hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2011;2.515,57
Pareja con 2 hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2010;2.460,74
Pareja con 2 hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2009;2.456,13
Pareja con 2 hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2008;2.344,75
Pareja con 2 hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2007;2.256,42
Pareja con 2 hijos;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2006;2.112,94
Pareja con 2 hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;346,35
Pareja con 2 hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;321,49
Pareja con 2 hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;351,56
Pareja con 2 hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;358,95
Pareja con 2 hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;424,75
Pareja con 2 hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;443,86
Pareja con 2 hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;476,82
Pareja con 2 hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;518,55
Pareja con 2 hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;578,95
Pareja con 2 hijos;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;553,84
Pareja con 2 hijos;Gasto medio por persona;Grupo 6. Salud;2015;259,16
Pareja con 2 hijos;Gasto medio por persona;Grupo 6. Salud;2014;245,50
Pareja con 2 hijos;Gasto medio por persona;Grupo 6. Salud;2013;247,78
Pareja con 2 hijos;Gasto medio por persona;Grupo 6. Salud;2012;247,97
Pareja con 2 hijos;Gasto medio por persona;Grupo 6. Salud;2011;265,67
Pareja con 2 hijos;Gasto medio por persona;Grupo 6. Salud;2010;282,37
Pareja con 2 hijos;Gasto medio por persona;Grupo 6. Salud;2009;275,55
Pareja con 2 hijos;Gasto medio por persona;Grupo 6. Salud;2008;308,92
Pareja con 2 hijos;Gasto medio por persona;Grupo 6. Salud;2007;274,25
Pareja con 2 hijos;Gasto medio por persona;Grupo 6. Salud;2006;305,65
Pareja con 2 hijos;Gasto medio por persona;Grupo 7. Transportes;2015;1.233,06
Pareja con 2 hijos;Gasto medio por persona;Grupo 7. Transportes;2014;1.205,83
Pareja con 2 hijos;Gasto medio por persona;Grupo 7. Transportes;2013;1.218,99
Pareja con 2 hijos;Gasto medio por persona;Grupo 7. Transportes;2012;1.253,87
Pareja con 2 hijos;Gasto medio por persona;Grupo 7. Transportes;2011;1.366,95
Pareja con 2 hijos;Gasto medio por persona;Grupo 7. Transportes;2010;1.427,99
Pareja con 2 hijos;Gasto medio por persona;Grupo 7. Transportes;2009;1.331,01
Pareja con 2 hijos;Gasto medio por persona;Grupo 7. Transportes;2008;1.597,14
Pareja con 2 hijos;Gasto medio por persona;Grupo 7. Transportes;2007;1.669,83
Pareja con 2 hijos;Gasto medio por persona;Grupo 7. Transportes;2006;1.630,38
Pareja con 2 hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2015;263,34
Pareja con 2 hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2014;259,59
Pareja con 2 hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2013;272,69
Pareja con 2 hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2012;283,15
Pareja con 2 hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2011;295,60
Pareja con 2 hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2010;302,92
Pareja con 2 hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2009;313,85
Pareja con 2 hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2008;315,30
Pareja con 2 hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2007;304,17
Pareja con 2 hijos;Gasto medio por persona;Grupo 8. Comunicaciones;2006;282,57
Pareja con 2 hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2015;631,59
Pareja con 2 hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2014;568,66
Pareja con 2 hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2013;592,20
Pareja con 2 hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2012;649,23
Pareja con 2 hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2011;702,32
Pareja con 2 hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2010;740,99
Pareja con 2 hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2009;767,17
Pareja con 2 hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2008;816,09
Pareja con 2 hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2007;819,71
Pareja con 2 hijos;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2006;794,58
Pareja con 2 hijos;Gasto medio por persona;Grupo 10. Enseñanza;2015;250,25
Pareja con 2 hijos;Gasto medio por persona;Grupo 10. Enseñanza;2014;251,20
Pareja con 2 hijos;Gasto medio por persona;Grupo 10. Enseñanza;2013;231,96
Pareja con 2 hijos;Gasto medio por persona;Grupo 10. Enseñanza;2012;210,08
Pareja con 2 hijos;Gasto medio por persona;Grupo 10. Enseñanza;2011;196,24
Pareja con 2 hijos;Gasto medio por persona;Grupo 10. Enseñanza;2010;186,47
Pareja con 2 hijos;Gasto medio por persona;Grupo 10. Enseñanza;2009;177,22
Pareja con 2 hijos;Gasto medio por persona;Grupo 10. Enseñanza;2008;180,71
Pareja con 2 hijos;Gasto medio por persona;Grupo 10. Enseñanza;2007;170,51
Pareja con 2 hijos;Gasto medio por persona;Grupo 10. Enseñanza;2006;162,62
Pareja con 2 hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2015;957,96
Pareja con 2 hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2014;864,05
Pareja con 2 hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2013;840,61
Pareja con 2 hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2012;960,62
Pareja con 2 hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2011;995,64
Pareja con 2 hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2010;1.007,34
Pareja con 2 hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2009;1.077,63
Pareja con 2 hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2008;1.144,28
Pareja con 2 hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2007;1.183,48
Pareja con 2 hijos;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2006;1.104,12
Pareja con 2 hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2015;663,55
Pareja con 2 hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2014;654,95
Pareja con 2 hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2013;653,69
Pareja con 2 hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2012;690,04
Pareja con 2 hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2011;734,01
Pareja con 2 hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2010;734,80
Pareja con 2 hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2009;756,99
Pareja con 2 hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2008;803,49
Pareja con 2 hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2007;806,25
Pareja con 2 hijos;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2006;775,99
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2015;5.878,51
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2014;5.768,45
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2013;5.795,12
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2012;5.986,03
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2011;6.003,49
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2010;6.042,75
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2009;6.484,85
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2008;7.015,47
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2007;6.845,85
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 1. Alimentos y bebidas no alcohólicas ;2006;6.877,75
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2015;546,00
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2014;650,01
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2013;644,87
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2012;747,10
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2011;915,66
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2010;964,78
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2009;974,97
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2008;990,77
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2007;937,43
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2006;1.029,35
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2015;2.207,49
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2014;2.191,46
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2013;2.027,31
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2012;2.302,70
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2011;2.510,31
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2010;2.546,72
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2009;2.796,89
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2008;3.140,34
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2007;3.396,41
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 3. Artículos de vestir y calzado;2006;3.155,76
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2015;9.556,31
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2014;9.563,42
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2013;10.216,95
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2012;10.138,22
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2011;10.273,53
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2010;9.655,17
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2009;9.769,66
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2008;9.612,42
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2007;9.305,61
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2006;8.607,64
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;1.648,77
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;1.537,54
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;1.608,28
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;1.722,65
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;1.858,50
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;1.895,45
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;1.908,73
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;2.369,54
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;2.469,10
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;2.349,61
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 6. Salud;2015;1.146,67
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 6. Salud;2014;1.167,68
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 6. Salud;2013;734,12
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 6. Salud;2012;953,17
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 6. Salud;2011;984,10
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 6. Salud;2010;1.048,19
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 6. Salud;2009;1.028,45
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 6. Salud;2008;1.206,81
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 6. Salud;2007;1.202,13
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 6. Salud;2006;1.161,65
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 7. Transportes;2015;4.939,03
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 7. Transportes;2014;4.556,14
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 7. Transportes;2013;5.285,18
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 7. Transportes;2012;5.351,89
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 7. Transportes;2011;5.277,62
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 7. Transportes;2010;5.560,90
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 7. Transportes;2009;5.510,33
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 7. Transportes;2008;7.383,71
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 7. Transportes;2007;7.880,41
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 7. Transportes;2006;7.642,83
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2015;1.019,00
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2014;1.022,79
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2013;1.082,12
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2012;1.151,93
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2011;1.240,33
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2010;1.246,68
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2009;1.310,13
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2008;1.522,76
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2007;1.420,07
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 8. Comunicaciones;2006;1.380,40
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2015;2.359,36
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2014;2.202,57
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2013;2.479,11
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2012;2.454,45
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2011;2.809,28
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2010;2.798,44
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2009;2.920,98
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2008;3.454,62
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2007;3.631,92
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2006;3.371,29
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2015;1.344,54
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2014;1.234,80
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2013;1.302,72
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2012;1.055,44
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2011;1.123,54
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2010;903,02
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2009;860,87
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2008;925,70
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2007;897,12
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 10. Enseñanza;2006;820,73
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2015;3.514,28
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2014;3.645,98
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2013;3.701,90
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2012;3.754,01
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2011;4.046,89
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2010;4.179,05
Pareja con 3 o más hijos;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2009;4.457,15
