Comunidad autónoma de residencia;Tipo de hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
09 Cataluña;Otros hogares;Gasto total;2009;40.581.614,95
09 Cataluña;Otros hogares;Gasto total;2008;42.421.924,27
09 Cataluña;Otros hogares;Gasto total;2007;41.766.879,48
09 Cataluña;Otros hogares;Gasto total;2006;40.136.165,98
09 Cataluña;Otros hogares;Distribución porcentual;2019;37,45
09 Cataluña;Otros hogares;Distribución porcentual;2018;35,99
09 Cataluña;Otros hogares;Distribución porcentual;2017;37,50
09 Cataluña;Otros hogares;Distribución porcentual;2016;36,23
09 Cataluña;Otros hogares;Distribución porcentual;2015;37,20
09 Cataluña;Otros hogares;Distribución porcentual;2014;38,22
09 Cataluña;Otros hogares;Distribución porcentual;2013;39,25
09 Cataluña;Otros hogares;Distribución porcentual;2012;39,10
09 Cataluña;Otros hogares;Distribución porcentual;2011;38,20
09 Cataluña;Otros hogares;Distribución porcentual;2010;40,50
09 Cataluña;Otros hogares;Distribución porcentual;2009;42,71
09 Cataluña;Otros hogares;Distribución porcentual;2008;43,72
09 Cataluña;Otros hogares;Distribución porcentual;2007;45,05
09 Cataluña;Otros hogares;Distribución porcentual;2006;45,40
09 Cataluña;Otros hogares;Gasto medio por hogar;2019;37.441,57
09 Cataluña;Otros hogares;Gasto medio por hogar;2018;37.467,63
09 Cataluña;Otros hogares;Gasto medio por hogar;2017;37.532,07
09 Cataluña;Otros hogares;Gasto medio por hogar;2016;35.706,17
09 Cataluña;Otros hogares;Gasto medio por hogar;2015;35.114,05
09 Cataluña;Otros hogares;Gasto medio por hogar;2014;35.293,43
09 Cataluña;Otros hogares;Gasto medio por hogar;2013;35.860,85
09 Cataluña;Otros hogares;Gasto medio por hogar;2012;35.103,52
09 Cataluña;Otros hogares;Gasto medio por hogar;2011;35.881,83
09 Cataluña;Otros hogares;Gasto medio por hogar;2010;37.493,40
09 Cataluña;Otros hogares;Gasto medio por hogar;2009;40.575,50
09 Cataluña;Otros hogares;Gasto medio por hogar;2008;42.211,55
09 Cataluña;Otros hogares;Gasto medio por hogar;2007;40.740,43
09 Cataluña;Otros hogares;Gasto medio por hogar;2006;39.433,79
09 Cataluña;Otros hogares;Gasto medio por persona;2019;11.049,02
09 Cataluña;Otros hogares;Gasto medio por persona;2018;10.941,43
09 Cataluña;Otros hogares;Gasto medio por persona;2017;11.028,12
09 Cataluña;Otros hogares;Gasto medio por persona;2016;10.436,90
09 Cataluña;Otros hogares;Gasto medio por persona;2015;10.413,10
09 Cataluña;Otros hogares;Gasto medio por persona;2014;10.423,37
09 Cataluña;Otros hogares;Gasto medio por persona;2013;10.506,90
09 Cataluña;Otros hogares;Gasto medio por persona;2012;10.322,07
09 Cataluña;Otros hogares;Gasto medio por persona;2011;10.365,39
09 Cataluña;Otros hogares;Gasto medio por persona;2010;10.627,34
09 Cataluña;Otros hogares;Gasto medio por persona;2009;11.390,62
09 Cataluña;Otros hogares;Gasto medio por persona;2008;11.819,90
09 Cataluña;Otros hogares;Gasto medio por persona;2007;11.521,56
09 Cataluña;Otros hogares;Gasto medio por persona;2006;11.118,50
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2019;17.410,74
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2018;17.300,39
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2017;17.432,44
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2016;16.540,31
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2015;16.398,81
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2014;16.458,71
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2013;16.593,49
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2012;16.290,08
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2011;16.459,87
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2010;16.949,04
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2009;18.200,27
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2008;18.878,19
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2007;18.308,01
09 Cataluña;Otros hogares;Gasto medio por unidad de consumo;2006;17.674,01
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2019;82,37
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2018;82,45
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2017;85,94
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2016;84,79
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2015;85,45
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2014;86,92
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2013;89,56
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2012;86,85
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2011;83,89
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2010;86,34
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2009;88,46
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2008;89,04
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2007;89,11
09 Cataluña;Otros hogares;Índice sobre la media del gmp;2006;88,28
10 Comunitat Valenciana;Total;Gasto total;2019;59.245.780,93
10 Comunitat Valenciana;Total;Gasto total;2018;56.701.026,87
10 Comunitat Valenciana;Total;Gasto total;2017;54.398.967,95
10 Comunitat Valenciana;Total;Gasto total;2016;52.094.104,65
10 Comunitat Valenciana;Total;Gasto total;2015;50.030.821,85
10 Comunitat Valenciana;Total;Gasto total;2014;49.265.783,25
10 Comunitat Valenciana;Total;Gasto total;2013;49.290.710,74
10 Comunitat Valenciana;Total;Gasto total;2012;51.823.207,45
10 Comunitat Valenciana;Total;Gasto total;2011;51.295.419,20
10 Comunitat Valenciana;Total;Gasto total;2010;52.282.134,40
10 Comunitat Valenciana;Total;Gasto total;2009;54.164.411,87
10 Comunitat Valenciana;Total;Gasto total;2008;55.558.366,14
10 Comunitat Valenciana;Total;Gasto total;2007;56.642.184,26
10 Comunitat Valenciana;Total;Gasto total;2006;51.884.601,20
10 Comunitat Valenciana;Total;Distribución porcentual;2019;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2018;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2017;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2016;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2015;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2014;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2013;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2012;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2011;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2010;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2009;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2008;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2007;100,00
10 Comunitat Valenciana;Total;Distribución porcentual;2006;100,00
10 Comunitat Valenciana;Total;Gasto medio por hogar;2019;29.444,27
10 Comunitat Valenciana;Total;Gasto medio por hogar;2018;28.356,34
10 Comunitat Valenciana;Total;Gasto medio por hogar;2017;27.227,17
10 Comunitat Valenciana;Total;Gasto medio por hogar;2016;26.094,00
10 Comunitat Valenciana;Total;Gasto medio por hogar;2015;25.009,82
10 Comunitat Valenciana;Total;Gasto medio por hogar;2014;24.586,61
10 Comunitat Valenciana;Total;Gasto medio por hogar;2013;24.693,28
10 Comunitat Valenciana;Total;Gasto medio por hogar;2012;26.061,70
10 Comunitat Valenciana;Total;Gasto medio por hogar;2011;26.034,56
10 Comunitat Valenciana;Total;Gasto medio por hogar;2010;26.865,69
10 Comunitat Valenciana;Total;Gasto medio por hogar;2009;28.152,11
10 Comunitat Valenciana;Total;Gasto medio por hogar;2008;29.309,40
10 Comunitat Valenciana;Total;Gasto medio por hogar;2007;30.688,08
10 Comunitat Valenciana;Total;Gasto medio por hogar;2006;29.111,25
10 Comunitat Valenciana;Total;Gasto medio por persona;2019;11.933,01
10 Comunitat Valenciana;Total;Gasto medio por persona;2018;11.512,05
10 Comunitat Valenciana;Total;Gasto medio por persona;2017;11.082,61
10 Comunitat Valenciana;Total;Gasto medio por persona;2016;10.642,39
10 Comunitat Valenciana;Total;Gasto medio por persona;2015;10.201,36
10 Comunitat Valenciana;Total;Gasto medio por persona;2014;10.014,92
10 Comunitat Valenciana;Total;Gasto medio por persona;2013;9.992,05
10 Comunitat Valenciana;Total;Gasto medio por persona;2012;10.439,99
10 Comunitat Valenciana;Total;Gasto medio por persona;2011;10.322,98
10 Comunitat Valenciana;Total;Gasto medio por persona;2010;10.545,04
10 Comunitat Valenciana;Total;Gasto medio por persona;2009;10.934,86
10 Comunitat Valenciana;Total;Gasto medio por persona;2008;11.274,30
10 Comunitat Valenciana;Total;Gasto medio por persona;2007;11.703,79
10 Comunitat Valenciana;Total;Gasto medio por persona;2006;11.013,00
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2019;17.634,86
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2018;17.024,17
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2017;16.377,43
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2016;15.739,37
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2015;15.078,29
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2014;14.818,70
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2013;14.807,14
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2012;15.527,05
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2011;15.390,47
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2010;15.769,37
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2009;16.386,87
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2008;16.946,88
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2007;17.628,38
10 Comunitat Valenciana;Total;Gasto medio por unidad de consumo;2006;16.620,51
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2019;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2018;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2017;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2016;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2015;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2014;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2013;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2012;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2011;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2010;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2009;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2008;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2007;100,00
10 Comunitat Valenciana;Total;Índice sobre la media del gmp;2006;100,00
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2019;11.118.108,33
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2018;10.507.037,64
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2017;10.685.072,54
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2016;10.195.180,87
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2015;9.615.233,63
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2014;9.509.198,23
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2013;8.759.086,24
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2012;8.886.268,03
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2011;7.803.709,93
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2010;7.489.064,58
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2009;7.307.891,23
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2008;6.730.292,59
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2007;6.308.122,68
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto total;2006;5.624.735,91
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2019;18,77
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2018;18,53
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2017;19,64
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2016;19,57
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2015;19,22
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2014;19,30
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2013;17,77
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2012;17,15
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2011;15,21
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2010;14,32
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2009;13,49
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2008;12,11
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2007;11,14
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Distribución porcentual;2006;10,84
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2019;23.165,85
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2018;21.902,42
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2017;21.881,54
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2016;21.406,73
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2015;19.837,45
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2014;19.896,22
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2013;19.857,53
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2012;20.983,53
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2011;19.083,10
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2010;18.920,69
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2009;18.787,44
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2008;17.853,39
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2007;17.868,32
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por hogar;2006;15.857,82
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por persona;2019;15.104,76
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por persona;2018;14.523,63
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por persona;2017;14.684,64
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por persona;2016;14.196,65
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por persona;2015;13.334,62
10 Comunitat Valenciana;Persona o pareja de 65 o más años;Gasto medio por persona;2014;13.262,93
