Comunidad autónoma de residencia;Tamaño del hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
13 Madrid, Comunidad de;Total;Gasto total;2006;77.046.911,61
13 Madrid, Comunidad de;Total;Distribución porcentual;2019;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2018;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2017;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2016;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2015;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2014;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2013;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2012;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2011;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2010;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2009;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2008;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2007;100,00
13 Madrid, Comunidad de;Total;Distribución porcentual;2006;100,00
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2019;35.798,09
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2018;34.793,11
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2017;34.016,49
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2016;32.682,55
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2015;31.586,06
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2014;31.509,21
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2013;32.603,80
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2012;34.824,38
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2011;35.568,91
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2010;35.108,99
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2009;35.472,93
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2008;37.611,16
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2007;37.342,13
13 Madrid, Comunidad de;Total;Gasto medio por hogar;2006;35.565,60
13 Madrid, Comunidad de;Total;Gasto medio por persona;2019;14.283,93
13 Madrid, Comunidad de;Total;Gasto medio por persona;2018;14.021,40
13 Madrid, Comunidad de;Total;Gasto medio por persona;2017;13.708,50
13 Madrid, Comunidad de;Total;Gasto medio por persona;2016;13.183,35
13 Madrid, Comunidad de;Total;Gasto medio por persona;2015;12.700,03
13 Madrid, Comunidad de;Total;Gasto medio por persona;2014;12.579,52
13 Madrid, Comunidad de;Total;Gasto medio por persona;2013;12.871,44
13 Madrid, Comunidad de;Total;Gasto medio por persona;2012;13.565,17
13 Madrid, Comunidad de;Total;Gasto medio por persona;2011;13.673,36
13 Madrid, Comunidad de;Total;Gasto medio por persona;2010;13.319,49
13 Madrid, Comunidad de;Total;Gasto medio por persona;2009;13.282,08
13 Madrid, Comunidad de;Total;Gasto medio por persona;2008;13.921,26
13 Madrid, Comunidad de;Total;Gasto medio por persona;2007;13.685,53
13 Madrid, Comunidad de;Total;Gasto medio por persona;2006;12.919,98
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2019;21.250,61
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2018;20.818,48
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2017;20.372,68
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2016;19.584,64
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2015;18.888,59
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2014;18.766,98
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2013;19.258,98
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2012;20.368,48
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2011;20.615,82
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2010;20.128,84
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2009;20.141,48
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2008;21.165,95
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2007;20.860,44
13 Madrid, Comunidad de;Total;Gasto medio por unidad de consumo;2006;19.738,26
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2019;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2018;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2017;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2016;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2015;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2014;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2013;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2012;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2011;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2010;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2009;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2008;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2007;100,00
13 Madrid, Comunidad de;Total;Índice sobre la media del gmp;2006;100,00
13 Madrid, Comunidad de;1 miembro;Gasto total;2019;17.072.784,83
13 Madrid, Comunidad de;1 miembro;Gasto total;2018;15.468.289,92
13 Madrid, Comunidad de;1 miembro;Gasto total;2017;14.963.612,51
13 Madrid, Comunidad de;1 miembro;Gasto total;2016;14.124.013,69
13 Madrid, Comunidad de;1 miembro;Gasto total;2015;14.135.065,53
13 Madrid, Comunidad de;1 miembro;Gasto total;2014;13.088.048,42
13 Madrid, Comunidad de;1 miembro;Gasto total;2013;12.996.127,89
13 Madrid, Comunidad de;1 miembro;Gasto total;2012;13.485.801,99
13 Madrid, Comunidad de;1 miembro;Gasto total;2011;12.583.647,11
13 Madrid, Comunidad de;1 miembro;Gasto total;2010;11.725.389,81
13 Madrid, Comunidad de;1 miembro;Gasto total;2009;12.550.092,29
13 Madrid, Comunidad de;1 miembro;Gasto total;2008;12.704.094,33
13 Madrid, Comunidad de;1 miembro;Gasto total;2007;10.709.484,53
13 Madrid, Comunidad de;1 miembro;Gasto total;2006;10.619.104,80
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2019;18,08
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2018;16,95
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2017;17,00
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2016;16,83
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2015;17,60
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2014;16,51
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2013;15,97
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2012;15,63
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2011;14,50
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2010;13,92
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2009;15,00
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2008;14,65
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2007;12,82
13 Madrid, Comunidad de;1 miembro;Distribución porcentual;2006;13,78
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2019;24.461,12
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2018;22.066,53
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2017;22.106,94
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2016;20.869,06
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2015;21.182,10
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2014;20.440,43
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2013;21.055,76
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2012;22.708,93
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2011;22.149,44
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2010;21.424,24
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2009;23.828,45
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2008;25.115,85
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2007;22.159,15
13 Madrid, Comunidad de;1 miembro;Gasto medio por hogar;2006;23.014,98
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2019;24.461,12
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2018;22.066,53
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2017;22.106,94
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2016;20.869,06
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2015;21.182,10
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2014;20.440,43
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2013;21.055,76
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2012;22.708,93
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2011;22.149,44
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2010;21.424,24
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2009;23.828,45
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2008;25.115,85
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2007;22.159,15
13 Madrid, Comunidad de;1 miembro;Gasto medio por persona;2006;23.014,98
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2019;24.461,12
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2018;22.066,53
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2017;22.106,94
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2016;20.869,06
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2015;21.182,10
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2014;20.440,43
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2013;21.055,76
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2012;22.708,93
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2011;22.149,44
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2010;21.424,24
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2009;23.828,45
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2008;25.115,85
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2007;22.159,15
13 Madrid, Comunidad de;1 miembro;Gasto medio por unidad de consumo;2006;23.014,98
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2019;171,25
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2018;157,38
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2017;161,26
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2016;158,30
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2015;166,79
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2014;162,49
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2013;163,59
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2012;167,41
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2011;161,99
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2010;160,85
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2009;179,40
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2008;180,41
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2007;161,92
13 Madrid, Comunidad de;1 miembro;Índice sobre la media del gmp;2006;178,13
13 Madrid, Comunidad de;2 miembros;Gasto total;2019;27.993.503,22
13 Madrid, Comunidad de;2 miembros;Gasto total;2018;27.120.477,75
13 Madrid, Comunidad de;2 miembros;Gasto total;2017;26.496.661,69
13 Madrid, Comunidad de;2 miembros;Gasto total;2016;24.899.894,08
13 Madrid, Comunidad de;2 miembros;Gasto total;2015;23.886.714,98
13 Madrid, Comunidad de;2 miembros;Gasto total;2014;24.414.558,34
13 Madrid, Comunidad de;2 miembros;Gasto total;2013;24.003.159,02
13 Madrid, Comunidad de;2 miembros;Gasto total;2012;24.699.152,01
13 Madrid, Comunidad de;2 miembros;Gasto total;2011;24.775.607,86
13 Madrid, Comunidad de;2 miembros;Gasto total;2010;22.857.864,64
13 Madrid, Comunidad de;2 miembros;Gasto total;2009;22.435.788,08
13 Madrid, Comunidad de;2 miembros;Gasto total;2008;22.305.720,52
13 Madrid, Comunidad de;2 miembros;Gasto total;2007;22.181.822,55
13 Madrid, Comunidad de;2 miembros;Gasto total;2006;18.422.959,72
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2019;29,64
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2018;29,72
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2017;30,10
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2016;29,66
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2015;29,74
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2014;30,81
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2013;29,50
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2012;28,63
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2011;28,54
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2010;27,13
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2009;26,82
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2008;25,72
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2007;26,55
13 Madrid, Comunidad de;2 miembros;Distribución porcentual;2006;23,91
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2019;35.155,31
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2018;34.514,31
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2017;33.735,69
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2016;32.047,21
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2015;31.175,40
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2014;31.886,55
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2013;31.763,46
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2012;33.323,53
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2011;34.400,20
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2010;32.800,56
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2009;33.320,61
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2008;34.417,55
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2007;35.784,35
13 Madrid, Comunidad de;2 miembros;Gasto medio por hogar;2006;31.106,36
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2019;17.577,65
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2018;17.257,15
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2017;16.867,85
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2016;16.023,60
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2015;15.587,70
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2014;15.943,27
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2013;15.881,73
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2012;16.661,77
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2011;17.200,10
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2010;16.400,28
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2009;16.660,30
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2008;17.208,77
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2007;17.892,17
13 Madrid, Comunidad de;2 miembros;Gasto medio por persona;2006;15.553,18
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2019;23.489,58
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2018;23.091,18
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2017;22.570,30
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2016;21.460,60
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2015;20.863,03
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2014;21.354,34
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2013;21.276,23
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2012;22.338,15
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2011;23.001,18
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2010;21.922,64
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2009;22.273,26
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2008;22.989,16
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2007;23.916,85
13 Madrid, Comunidad de;2 miembros;Gasto medio por unidad de consumo;2006;20.784,68
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2019;123,06
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2018;123,08
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2017;123,05
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2016;121,54
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2015;122,74
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2014;126,74
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2013;123,39
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2012;122,83
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2011;125,79
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2010;123,13
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2009;125,43
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2008;123,62
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2007;130,74
13 Madrid, Comunidad de;2 miembros;Índice sobre la media del gmp;2006;120,38
13 Madrid, Comunidad de;3 miembros;Gasto total;2019;20.812.131,65
13 Madrid, Comunidad de;3 miembros;Gasto total;2018;19.903.644,64
13 Madrid, Comunidad de;3 miembros;Gasto total;2017;19.991.554,97
13 Madrid, Comunidad de;3 miembros;Gasto total;2016;19.186.983,37
13 Madrid, Comunidad de;3 miembros;Gasto total;2015;17.512.365,66
13 Madrid, Comunidad de;3 miembros;Gasto total;2014;17.324.454,53
13 Madrid, Comunidad de;3 miembros;Gasto total;2013;18.428.677,79
13 Madrid, Comunidad de;3 miembros;Gasto total;2012;19.818.000,80
13 Madrid, Comunidad de;3 miembros;Gasto total;2011;19.373.939,53
13 Madrid, Comunidad de;3 miembros;Gasto total;2010;20.762.250,66
13 Madrid, Comunidad de;3 miembros;Gasto total;2009;19.763.855,48
